,elev,population
1034,0.8196078431372549,5464.0
1035,0.6627450980392157,1088.0
1036,0.6627450980392157,1027.0
1037,0.6627450980392157,1577.0
1038,0.6627450980392157,3275.0
1039,0.49411764705882355,1715.0
1040,0.49411764705882355,3823.0
1041,0.49411764705882355,5085.0
1042,0.49411764705882355,1082.0
1043,0.49411764705882355,1643.0
1044,0.49411764705882355,2327.0
1045,0.3176470588235294,1086.0
1046,0.4745098039215686,1008.0
1047,0.4980392156862745,1004.0
1048,0.596078431372549,1501.0
1049,0.7176470588235294,1174.0
1050,0.7333333333333333,1374.0
1051,0.7607843137254902,1650.0
1052,0.34509803921568627,1151.0
1053,0.17647058823529413,1777.0
1054,0.6039215686274509,1058.0
1055,0.47843137254901963,1472.0
1057,0.596078431372549,1132.0
1058,0.6627450980392157,2474.0
1059,0.592156862745098,5002.0
1060,0.01568627450980392,3214.0
1061,0.6470588235294118,4304.0
1062,0.8196078431372549,3167.0
1063,0.8549019607843137,2351.0
1064,0.8196078431372549,6280.0
1065,0.8980392156862745,4078.0
1066,0.8901960784313725,1503.0
1067,0.7490196078431373,2518.0
1068,0.07058823529411765,13163.0
1069,0.21176470588235294,11901.0
1070,0.49411764705882355,16520.0
1071,0.49411764705882355,3548.0
1072,0.49411764705882355,10109.0
1073,0.49411764705882355,1885.0
1074,0.49411764705882355,1075.0
1075,0.49411764705882355,1155.0
1076,0.49411764705882355,1148.0
1077,0.49411764705882355,1312.0
1078,0.49411764705882355,1120.0
1079,0.49411764705882355,2457.0
1081,0.5450980392156862,1058.0
1082,0.8196078431372549,1109.0
1083,0.8274509803921568,2003.0
1084,0.5019607843137255,5393.0
1085,0.396078431372549,1186.0
1086,0.6392156862745098,1529.0
1087,0.6549019607843137,1517.0
1088,0.7215686274509804,2170.0
1089,0.8196078431372549,1194.0
1090,0.49411764705882355,4964.0
1091,0.1607843137254902,3843.0
1095,0.6470588235294118,2499.0
1096,0.6705882352941176,6588.0
1097,0.6431372549019608,12311.0
1098,0.792156862745098,6088.0
1099,0.8235294117647058,3343.0
1100,0.8705882352941177,1401.0
1101,0.8509803921568627,2323.0
1102,0.7098039215686275,1898.0
1103,0.7490196078431373,5338.0
1104,0.17254901960784313,5665.0
1105,0.17647058823529413,3761.0
1106,0.592156862745098,16451.0
1107,0.49411764705882355,10833.0
1111,0.3176470588235294,1417.0
1121,0.17647058823529413,1832.0
1122,0.47843137254901963,2509.0
1123,0.4745098039215686,1129.0
1124,0.4745098039215686,4195.0
1126,0.611764705882353,2229.0
1127,0.5333333333333333,8416.0
1128,0.7490196078431373,10479.0
1129,0.6784313725490196,8962.0
1130,0.5647058823529412,10033.0
1131,0.6352941176470588,13477.0
1132,0.6470588235294118,9488.0
1133,0.7254901960784313,5397.0
1134,0.7254901960784313,2479.0
1135,0.6666666666666666,3953.0
1136,0.7254901960784313,2078.0
1137,0.7764705882352941,6044.0
1138,0.6705882352941176,4373.0
1139,0.6627450980392157,10207.0
1140,0.17647058823529413,3013.0
1141,0.34509803921568627,3067.0
1145,0.8196078431372549,10310.0
1146,0.47843137254901963,403131.0
1148,0.5843137254901961,1138.0
1149,0.5882352941176471,6630.0
1150,0.592156862745098,10991.0
1151,0.5882352941176471,7025.0
1152,0.5882352941176471,14151.0
1153,0.611764705882353,20675.0
1154,0.5843137254901961,19059.0
1155,0.6392156862745098,11642.0
1156,0.6509803921568628,75423.0
1157,0.6745098039215687,17060.0
1158,0.6784313725490196,4109.0
1159,0.7019607843137254,4530.0
1160,0.7254901960784313,4774.0
1161,0.7529411764705882,7702.0
1162,0.6509803921568628,18646.0
1163,0.34509803921568627,5159.0
1164,0.27450980392156865,9465.0
1167,0.5764705882352941,8532.0
1170,0.49019607843137253,7069.0
1171,0.6784313725490196,9461.0
1172,0.611764705882353,7688.0
1173,0.7686274509803922,7190.0
1174,0.8784313725490196,3008.0
1175,0.6549019607843137,10975.0
1176,0.6745098039215687,1082.0
1177,0.5882352941176471,23991.0
1178,0.5647058823529412,21176.0
1179,0.6745098039215687,21617.0
1180,0.7490196078431373,6670.0
1181,0.6078431372549019,6869.0
1182,0.34509803921568627,6355.0
1183,0.34509803921568627,43577.0
1184,0.34509803921568627,4297.0
1186,0.34509803921568627,16971.0
1188,0.596078431372549,4932.0
1189,0.6196078431372549,3496.0
1190,0.7843137254901961,3873.0
1191,0.7686274509803922,11914.0
1192,0.8117647058823529,2956.0
1193,0.807843137254902,1124.0
1194,0.8705882352941177,66502.0
1195,0.7764705882352941,55445.0
1196,0.8196078431372549,1202.0
1197,0.34509803921568627,128377.0
1198,0.6627450980392157,92013.0
1203,0.49411764705882355,7899.0
1206,0.6313725490196078,7576.0
1207,0.8117647058823529,9138.0
1208,0.7647058823529411,13130.0
1209,0.8117647058823529,10527.0
1210,0.8941176470588236,1270.0
1211,0.8235294117647058,12854.0
1212,0.8156862745098039,61161.0
1213,0.8196078431372549,593638.0
1214,0.34509803921568627,5429524.0
1216,0.49411764705882355,6646.0
1218,0.6313725490196078,1078.0
1219,0.8117647058823529,3810.0
1220,0.792156862745098,12261.0
1221,0.8745098039215686,7129.0
1222,0.8509803921568627,3778.0
1223,0.6705882352941176,7336.0
1224,0.8196078431372549,183314.0
1229,0.5176470588235295,3692.0
1230,0.6196078431372549,6352.0
1231,0.596078431372549,4700.0
1232,0.6666666666666666,383822.0
1233,0.8470588235294118,8138.0
1234,0.6745098039215687,11001.0
1235,0.6509803921568628,1615.0
1236,0.7254901960784313,97496.0
1237,0.4745098039215686,14500.0
1238,0.3176470588235294,17110.0
1239,0.3176470588235294,18801.0
1240,0.803921568627451,5742.0
1241,0.6509803921568628,1967.0
1242,0.6509803921568628,2990.0
1243,0.6745098039215687,1754.0
1244,0.6941176470588235,4421.0
1245,0.7411764705882353,7492.0
1246,0.7215686274509804,7396.0
1249,0.6509803921568628,4995.0
1251,0.6901960784313725,23229.0
1252,0.6313725490196078,36611.0
1253,0.5843137254901961,101647.0
